TID,CIVILSTAND,KØN,OMRÅDE,INDHOLD
2014K1,Gift/separeret,Mænd,Ærø,1430
2014K1,Gift/separeret,Mænd,Billund,5601
2014K1,Gift/separeret,Mænd,Esbjerg,22536
2014K1,Gift/separeret,Mænd,Fanø,774
2014K1,Gift/separeret,Mænd,Fredericia,9882
2014K1,Gift/separeret,Mænd,Haderslev,11480
2014K1,Gift/separeret,Mænd,Kolding,17634
2014K1,Gift/separeret,Mænd,Sønderborg,15879
2014K1,Gift/separeret,Mænd,Tønder,8236
2014K1,Gift/separeret,Mænd,Varde,10913
2014K1,Gift/separeret,Mænd,Vejen,9000
2014K1,Gift/separeret,Mænd,Vejle,22310
2014K1,Gift/separeret,Mænd,Aabenraa,12532
2014K1,Gift/separeret,Mænd,Region Midtjylland,249275
2014K1,Gift/separeret,Mænd,Favrskov,10422
2014K1,Gift/separeret,Mænd,Hedensted,10159
2014K1,Gift/separeret,Mænd,Horsens,16701
2014K1,Gift/separeret,Mænd,Norddjurs,7649
2014K1,Gift/separeret,Mænd,Odder,4786
2014K1,Gift/separeret,Mænd,Randers,18409
2014K1,Gift/separeret,Mænd,Samsø,843
2014K1,Gift/separeret,Mænd,Silkeborg,18397
2014K1,Gift/separeret,Mænd,Skanderborg,12785
2014K1,Gift/separeret,Mænd,Syddjurs,9123
2014K1,Gift/separeret,Mænd,Aarhus,50296
2014K1,Gift/separeret,Mænd,Herning,17908
2014K1,Gift/separeret,Mænd,Holstebro,11763
2014K1,Gift/separeret,Mænd,Ikast-Brande,8721
2014K1,Gift/separeret,Mænd,Lemvig,4764
2014K1,Gift/separeret,Mænd,Ringkøbing-Skjern,12717
2014K1,Gift/separeret,Mænd,Skive,9819
2014K1,Gift/separeret,Mænd,Struer,4833
2014K1,Gift/separeret,Mænd,Viborg,19180
2014K1,Gift/separeret,Mænd,Region Nordjylland,115488
2014K1,Gift/separeret,Mænd,Brønderslev,7544
2014K1,Gift/separeret,Mænd,Frederikshavn,13005
2014K1,Gift/separeret,Mænd,Hjørring,13439
2014K1,Gift/separeret,Mænd,Jammerbugt,8508
2014K1,Gift/separeret,Mænd,Læsø,411
2014K1,Gift/separeret,Mænd,Mariagerfjord,8853
2014K1,Gift/separeret,Mænd,Morsø,4426
2014K1,Gift/separeret,Mænd,Rebild,6267
2014K1,Gift/separeret,Mænd,Thisted,9540
2014K1,Gift/separeret,Mænd,Vesthimmerlands,7655
2014K1,Gift/separeret,Mænd,Aalborg,35840
2014K1,Gift/separeret,Kvinder,Hele landet,1075518
2014K1,Gift/separeret,Kvinder,Region Hovedstaden,303108
2014K1,Gift/separeret,Kvinder,København,68679
2014K1,Gift/separeret,Kvinder,Frederiksberg,14171
2014K1,Gift/separeret,Kvinder,Dragør,3292
2014K1,Gift/separeret,Kvinder,Tårnby,8425
2014K1,Gift/separeret,Kvinder,Albertslund,5242
2014K1,Gift/separeret,Kvinder,Ballerup,9581
2014K1,Gift/separeret,Kvinder,Brøndby,6864
2014K1,Gift/separeret,Kvinder,Gentofte,14492
2014K1,Gift/separeret,Kvinder,Gladsaxe,12183
2014K1,Gift/separeret,Kvinder,Glostrup,4035
2014K1,Gift/separeret,Kvinder,Herlev,5345
2014K1,Gift/separeret,Kvinder,Hvidovre,9773
2014K1,Gift/separeret,Kvinder,Høje-Taastrup,9892
2014K1,Gift/separeret,Kvinder,Ishøj,4322
2014K1,Gift/separeret,Kvinder,Lyngby-Taarbæk,10126
2014K1,Gift/separeret,Kvinder,Rødovre,6928
2014K1,Gift/separeret,Kvinder,Vallensbæk,3372
2014K1,Gift/separeret,Kvinder,Allerød,5728
2014K1,Gift/separeret,Kvinder,Egedal,10034
2014K1,Gift/separeret,Kvinder,Fredensborg,8611
2014K1,Gift/separeret,Kvinder,Frederikssund,9668
2014K1,Gift/separeret,Kvinder,Furesø,8626
2014K1,Gift/separeret,Kvinder,Gribskov,9128
2014K1,Gift/separeret,Kvinder,Halsnæs,6536
2014K1,Gift/separeret,Kvinder,Helsingør,12158
2014K1,Gift/separeret,Kvinder,Hillerød,10153
2014K1,Gift/separeret,Kvinder,Hørsholm,5472
2014K1,Gift/separeret,Kvinder,Rudersdal,11777
2014K1,Gift/separeret,Kvinder,Bornholm,8471
2014K1,Gift/separeret,Kvinder,Christiansø,24
2014K1,Gift/separeret,Kvinder,Region Sjælland,167758
2014K1,Gift/separeret,Kvinder,Greve,10955
2014K1,Gift/separeret,Kvinder,Køge,12140
2014K1,Gift/separeret,Kvinder,Lejre,6288
2014K1,Gift/separeret,Kvinder,Roskilde,16753
2014K1,Gift/separeret,Kvinder,Solrød,4882
2014K1,Gift/separeret,Kvinder,Faxe,7437
2014K1,Gift/separeret,Kvinder,Guldborgsund,12351
2014K1,Gift/separeret,Kvinder,Holbæk,14098
2014K1,Gift/separeret,Kvinder,Kalundborg,9695
2014K1,Gift/separeret,Kvinder,Lolland,8634
2014K1,Gift/separeret,Kvinder,Næstved,16036
2014K1,Gift/separeret,Kvinder,Odsherred,6956
2014K1,Gift/separeret,Kvinder,Ringsted,6716
2014K1,Gift/separeret,Kvinder,Slagelse,14784
2014K1,Gift/separeret,Kvinder,Sorø,5959
2014K1,Gift/separeret,Kvinder,Stevns,4889
2014K1,Gift/separeret,Kvinder,Vordingborg,9185
2014K1,Gift/separeret,Kvinder,Region Syddanmark,241330
2014K1,Gift/separeret,Kvinder,Assens,8727
2014K1,Gift/separeret,Kvinder,Faaborg-Midtfyn,10947
2014K1,Gift/separeret,Kvinder,Kerteminde,5125
2014K1,Gift/separeret,Kvinder,Langeland,2802
2014K1,Gift/separeret,Kvinder,Middelfart,8159
2014K1,Gift/separeret,Kvinder,Nordfyns,6363
2014K1,Gift/separeret,Kvinder,Nyborg,6565
2014K1,Gift/separeret,Kvinder,Odense,33248
2014K1,Gift/separeret,Kvinder,Svendborg,11678
2014K1,Gift/separeret,Kvinder,Ærø,1390
2014K1,Gift/separeret,Kvinder,Billund,5594
2014K1,Gift/separeret,Kvinder,Esbjerg,22514
2014K1,Gift/separeret,Kvinder,Fanø,760
2014K1,Gift/separeret,Kvinder,Fredericia,9873
2014K1,Gift/separeret,Kvinder,Haderslev,11444
2014K1,Gift/separeret,Kvinder,Kolding,17655
2014K1,Gift/separeret,Kvinder,Sønderborg,15900
2014K1,Gift/separeret,Kvinder,Tønder,8214
2014K1,Gift/separeret,Kvinder,Varde,10885
2014K1,Gift/separeret,Kvinder,Vejen,8860
2014K1,Gift/separeret,Kvinder,Vejle,22178
2014K1,Gift/separeret,Kvinder,Aabenraa,12449
2014K1,Gift/separeret,Kvinder,Region Midtjylland,248396
2014K1,Gift/separeret,Kvinder,Favrskov,10403
2014K1,Gift/separeret,Kvinder,Hedensted,10076
2014K1,Gift/separeret,Kvinder,Horsens,16544
2014K1,Gift/separeret,Kvinder,Norddjurs,7577
2014K1,Gift/separeret,Kvinder,Odder,4800
2014K1,Gift/separeret,Kvinder,Randers,18390
2014K1,Gift/separeret,Kvinder,Samsø,830
2014K1,Gift/separeret,Kvinder,Silkeborg,18345
2014K1,Gift/separeret,Kvinder,Skanderborg,12786
2014K1,Gift/separeret,Kvinder,Syddjurs,9093
2014K1,Gift/separeret,Kvinder,Aarhus,50317
2014K1,Gift/separeret,Kvinder,Herning,17735
2014K1,Gift/separeret,Kvinder,Holstebro,11714
2014K1,Gift/separeret,Kvinder,Ikast-Brande,8652
2014K1,Gift/separeret,Kvinder,Lemvig,4715
2014K1,Gift/separeret,Kvinder,Ringkøbing-Skjern,12624
2014K1,Gift/separeret,Kvinder,Skive,9790
2014K1,Gift/separeret,Kvinder,Struer,4795
2014K1,Gift/separeret,Kvinder,Viborg,19210
2014K1,Gift/separeret,Kvinder,Region Nordjylland,114926
2014K1,Gift/separeret,Kvinder,Brønderslev,7519
2014K1,Gift/separeret,Kvinder,Frederikshavn,12858
2014K1,Gift/separeret,Kvinder,Hjørring,13411
2014K1,Gift/separeret,Kvinder,Jammerbugt,8466
2014K1,Gift/separeret,Kvinder,Læsø,403
2014K1,Gift/separeret,Kvinder,Mariagerfjord,8793
2014K1,Gift/separeret,Kvinder,Morsø,4403
2014K1,Gift/separeret,Kvinder,Rebild,6240
2014K1,Gift/separeret,Kvinder,Thisted,9435
2014K1,Gift/separeret,Kvinder,Vesthimmerlands,7566
2014K1,Gift/separeret,Kvinder,Aalborg,35832
2014K1,Enke/enkemand,I alt,Hele landet,299180
2014K1,Enke/enkemand,I alt,Region Hovedstaden,81110
2014K1,Enke/enkemand,I alt,København,16918
2014K1,Enke/enkemand,I alt,Frederiksberg,4823
2014K1,Enke/enkemand,I alt,Dragør,876
2014K1,Enke/enkemand,I alt,Tårnby,2501
2014K1,Enke/enkemand,I alt,Albertslund,1111
2014K1,Enke/enkemand,I alt,Ballerup,2715
2014K1,Enke/enkemand,I alt,Brøndby,2046
2014K1,Enke/enkemand,I alt,Gentofte,3822
2014K1,Enke/enkemand,I alt,Gladsaxe,3459
2014K1,Enke/enkemand,I alt,Glostrup,1329
2014K1,Enke/enkemand,I alt,Herlev,1638
2014K1,Enke/enkemand,I alt,Hvidovre,2766
2014K1,Enke/enkemand,I alt,Høje-Taastrup,2221
2014K1,Enke/enkemand,I alt,Ishøj,935
2014K1,Enke/enkemand,I alt,Lyngby-Taarbæk,3235
2014K1,Enke/enkemand,I alt,Rødovre,2270
2014K1,Enke/enkemand,I alt,Vallensbæk,685
2014K1,Enke/enkemand,I alt,Allerød,1139
2014K1,Enke/enkemand,I alt,Egedal,1675
2014K1,Enke/enkemand,I alt,Fredensborg,1955
2014K1,Enke/enkemand,I alt,Frederikssund,2616
2014K1,Enke/enkemand,I alt,Furesø,2010
2014K1,Enke/enkemand,I alt,Gribskov,2384
2014K1,Enke/enkemand,I alt,Halsnæs,1910
2014K1,Enke/enkemand,I alt,Helsingør,3511
2014K1,Enke/enkemand,I alt,Hillerød,2473
2014K1,Enke/enkemand,I alt,Hørsholm,1653
2014K1,Enke/enkemand,I alt,Rudersdal,3350
2014K1,Enke/enkemand,I alt,Bornholm,3079
2014K1,Enke/enkemand,I alt,Christiansø,5
2014K1,Enke/enkemand,I alt,Region Sjælland,49360
2014K1,Enke/enkemand,I alt,Greve,2379
2014K1,Enke/enkemand,I alt,Køge,2973
2014K1,Enke/enkemand,I alt,Lejre,1416
2014K1,Enke/enkemand,I alt,Roskilde,4226
2014K1,Enke/enkemand,I alt,Solrød,988
2014K1,Enke/enkemand,I alt,Faxe,2100
2014K1,Enke/enkemand,I alt,Guldborgsund,4590
2014K1,Enke/enkemand,I alt,Holbæk,3841
2014K1,Enke/enkemand,I alt,Kalundborg,3198
2014K1,Enke/enkemand,I alt,Lolland,3659
2014K1,Enke/enkemand,I alt,Næstved,4739
2014K1,Enke/enkemand,I alt,Odsherred,2471
2014K1,Enke/enkemand,I alt,Ringsted,1697
2014K1,Enke/enkemand,I alt,Slagelse,4611
2014K1,Enke/enkemand,I alt,Sorø,1755
2014K1,Enke/enkemand,I alt,Stevns,1425
2014K1,Enke/enkemand,I alt,Vordingborg,3292
2014K1,Enke/enkemand,I alt,Region Syddanmark,69134
2014K1,Enke/enkemand,I alt,Assens,2540
2014K1,Enke/enkemand,I alt,Faaborg-Midtfyn,3356
2014K1,Enke/enkemand,I alt,Kerteminde,1593
2014K1,Enke/enkemand,I alt,Langeland,1151
2014K1,Enke/enkemand,I alt,Middelfart,2305
2014K1,Enke/enkemand,I alt,Nordfyns,1715
2014K1,Enke/enkemand,I alt,Nyborg,2016
2014K1,Enke/enkemand,I alt,Odense,9607
2014K1,Enke/enkemand,I alt,Svendborg,3624
2014K1,Enke/enkemand,I alt,Ærø,621
2014K1,Enke/enkemand,I alt,Billund,1526
2014K1,Enke/enkemand,I alt,Esbjerg,6076
2014K1,Enke/enkemand,I alt,Fanø,245
2014K1,Enke/enkemand,I alt,Fredericia,2819
2014K1,Enke/enkemand,I alt,Haderslev,3454
2014K1,Enke/enkemand,I alt,Kolding,4561
2014K1,Enke/enkemand,I alt,Sønderborg,4681
2014K1,Enke/enkemand,I alt,Tønder,2616
2014K1,Enke/enkemand,I alt,Varde,2901
2014K1,Enke/enkemand,I alt,Vejen,2483
2014K1,Enke/enkemand,I alt,Vejle,5594
2014K1,Enke/enkemand,I alt,Aabenraa,3650
2014K1,Enke/enkemand,I alt,Region Midtjylland,64559
2014K1,Enke/enkemand,I alt,Favrskov,2195
2014K1,Enke/enkemand,I alt,Hedensted,2520
2014K1,Enke/enkemand,I alt,Horsens,4236
2014K1,Enke/enkemand,I alt,Norddjurs,2504
2014K1,Enke/enkemand,I alt,Odder,1294
2014K1,Enke/enkemand,I alt,Randers,5384
2014K1,Enke/enkemand,I alt,Samsø,375
2014K1,Enke/enkemand,I alt,Silkeborg,4426
2014K1,Enke/enkemand,I alt,Skanderborg,2513
2014K1,Enke/enkemand,I alt,Syddjurs,2509
2014K1,Enke/enkemand,I alt,Aarhus,12445
2014K1,Enke/enkemand,I alt,Herning,4495
2014K1,Enke/enkemand,I alt,Holstebro,3188
2014K1,Enke/enkemand,I alt,Ikast-Brande,2154
2014K1,Enke/enkemand,I alt,Lemvig,1435
2014K1,Enke/enkemand,I alt,Ringkøbing-Skjern,3394
2014K1,Enke/enkemand,I alt,Skive,3007
2014K1,Enke/enkemand,I alt,Struer,1382
2014K1,Enke/enkemand,I alt,Viborg,5103
2014K1,Enke/enkemand,I alt,Region Nordjylland,35017
2014K1,Enke/enkemand,I alt,Brønderslev,2268
2014K1,Enke/enkemand,I alt,Frederikshavn,4369
2014K1,Enke/enkemand,I alt,Hjørring,4168
2014K1,Enke/enkemand,I alt,Jammerbugt,2440
2014K1,Enke/enkemand,I alt,Læsø,199
2014K1,Enke/enkemand,I alt,Mariagerfjord,2543
2014K1,Enke/enkemand,I alt,Morsø,1523
2014K1,Enke/enkemand,I alt,Rebild,1617
2014K1,Enke/enkemand,I alt,Thisted,2996
2014K1,Enke/enkemand,I alt,Vesthimmerlands,2500
2014K1,Enke/enkemand,I alt,Aalborg,10394
2014K1,Enke/enkemand,Mænd,Hele landet,70192
2014K1,Enke/enkemand,Mænd,Region Hovedstaden,18015
2014K1,Enke/enkemand,Mænd,København,3439
2014K1,Enke/enkemand,Mænd,Frederiksberg,952
2014K1,Enke/enkemand,Mænd,Dragør,236
2014K1,Enke/enkemand,Mænd,Tårnby,598
2014K1,Enke/enkemand,Mænd,Albertslund,278
2014K1,Enke/enkemand,Mænd,Ballerup,668
2014K1,Enke/enkemand,Mænd,Brøndby,491
2014K1,Enke/enkemand,Mænd,Gentofte,716
2014K1,Enke/enkemand,Mænd,Gladsaxe,721
2014K1,Enke/enkemand,Mænd,Glostrup,278
2014K1,Enke/enkemand,Mænd,Herlev,376
2014K1,Enke/enkemand,Mænd,Hvidovre,647
2014K1,Enke/enkemand,Mænd,Høje-Taastrup,531
2014K1,Enke/enkemand,Mænd,Ishøj,227
2014K1,Enke/enkemand,Mænd,Lyngby-Taarbæk,668
2014K1,Enke/enkemand,Mænd,Rødovre,498
2014K1,Enke/enkemand,Mænd,Vallensbæk,173
2014K1,Enke/enkemand,Mænd,Allerød,271
2014K1,Enke/enkemand,Mænd,Egedal,403
2014K1,Enke/enkemand,Mænd,Fredensborg,464
2014K1,Enke/enkemand,Mænd,Frederikssund,656
2014K1,Enke/enkemand,Mænd,Furesø,465
2014K1,Enke/enkemand,Mænd,Gribskov,587
2014K1,Enke/enkemand,Mænd,Halsnæs,481
2014K1,Enke/enkemand,Mænd,Helsingør,827
2014K1,Enke/enkemand,Mænd,Hillerød,595
2014K1,Enke/enkemand,Mænd,Hørsholm,356
2014K1,Enke/enkemand,Mænd,Rudersdal,708
2014K1,Enke/enkemand,Mænd,Bornholm,705
2014K1,Enke/enkemand,Mænd,Christiansø,0
2014K1,Enke/enkemand,Mænd,Region Sjælland,11953
2014K1,Enke/enkemand,Mænd,Greve,623
2014K1,Enke/enkemand,Mænd,Køge,743
2014K1,Enke/enkemand,Mænd,Lejre,367
2014K1,Enke/enkemand,Mænd,Roskilde,957
2014K1,Enke/enkemand,Mænd,Solrød,260
2014K1,Enke/enkemand,Mænd,Faxe,517
2014K1,Enke/enkemand,Mænd,Guldborgsund,1112
2014K1,Enke/enkemand,Mænd,Holbæk,871
2014K1,Enke/enkemand,Mænd,Kalundborg,802
2014K1,Enke/enkemand,Mænd,Lolland,874
2014K1,Enke/enkemand,Mænd,Næstved,1092
2014K1,Enke/enkemand,Mænd,Odsherred,655
2014K1,Enke/enkemand,Mænd,Ringsted,388
2014K1,Enke/enkemand,Mænd,Slagelse,1046
2014K1,Enke/enkemand,Mænd,Sorø,425
2014K1,Enke/enkemand,Mænd,Stevns,366
2014K1,Enke/enkemand,Mænd,Vordingborg,855
2014K1,Enke/enkemand,Mænd,Region Syddanmark,16349
2014K1,Enke/enkemand,Mænd,Assens,593
2014K1,Enke/enkemand,Mænd,Faaborg-Midtfyn,826
2014K1,Enke/enkemand,Mænd,Kerteminde,408
2014K1,Enke/enkemand,Mænd,Langeland,269
2014K1,Enke/enkemand,Mænd,Middelfart,590
2014K1,Enke/enkemand,Mænd,Nordfyns,400
2014K1,Enke/enkemand,Mænd,Nyborg,487
2014K1,Enke/enkemand,Mænd,Odense,2172
2014K1,Enke/enkemand,Mænd,Svendborg,859
2014K1,Enke/enkemand,Mænd,Ærø,112
2014K1,Enke/enkemand,Mænd,Billund,365
2014K1,Enke/enkemand,Mænd,Esbjerg,1445
2014K1,Enke/enkemand,Mænd,Fanø,68
2014K1,Enke/enkemand,Mænd,Fredericia,714
2014K1,Enke/enkemand,Mænd,Haderslev,802
2014K1,Enke/enkemand,Mænd,Kolding,1112
2014K1,Enke/enkemand,Mænd,Sønderborg,1068
2014K1,Enke/enkemand,Mænd,Tønder,595
2014K1,Enke/enkemand,Mænd,Varde,679
2014K1,Enke/enkemand,Mænd,Vejen,596
2014K1,Enke/enkemand,Mænd,Vejle,1331
2014K1,Enke/enkemand,Mænd,Aabenraa,858
2014K1,Enke/enkemand,Mænd,Region Midtjylland,15330
2014K1,Enke/enkemand,Mænd,Favrskov,540
2014K1,Enke/enkemand,Mænd,Hedensted,610
2014K1,Enke/enkemand,Mænd,Horsens,1007
2014K1,Enke/enkemand,Mænd,Norddjurs,600
2014K1,Enke/enkemand,Mænd,Odder,309
2014K1,Enke/enkemand,Mænd,Randers,1265
2014K1,Enke/enkemand,Mænd,Samsø,95
2014K1,Enke/enkemand,Mænd,Silkeborg,1068
2014K1,Enke/enkemand,Mænd,Skanderborg,636
2014K1,Enke/enkemand,Mænd,Syddjurs,644
2014K1,Enke/enkemand,Mænd,Aarhus,2767
2014K1,Enke/enkemand,Mænd,Herning,1069
2014K1,Enke/enkemand,Mænd,Holstebro,769
2014K1,Enke/enkemand,Mænd,Ikast-Brande,513
2014K1,Enke/enkemand,Mænd,Lemvig,344
2014K1,Enke/enkemand,Mænd,Ringkøbing-Skjern,762
2014K1,Enke/enkemand,Mænd,Skive,782
2014K1,Enke/enkemand,Mænd,Struer,321
2014K1,Enke/enkemand,Mænd,Viborg,1229
2014K1,Enke/enkemand,Mænd,Region Nordjylland,8545
2014K1,Enke/enkemand,Mænd,Brønderslev,582
2014K1,Enke/enkemand,Mænd,Frederikshavn,1073
2014K1,Enke/enkemand,Mænd,Hjørring,1012
2014K1,Enke/enkemand,Mænd,Jammerbugt,625
2014K1,Enke/enkemand,Mænd,Læsø,49
2014K1,Enke/enkemand,Mænd,Mariagerfjord,596
2014K1,Enke/enkemand,Mænd,Morsø,361
2014K1,Enke/enkemand,Mænd,Rebild,402
2014K1,Enke/enkemand,Mænd,Thisted,707
2014K1,Enke/enkemand,Mænd,Vesthimmerlands,637
2014K1,Enke/enkemand,Mænd,Aalborg,2501
2014K1,Enke/enkemand,Kvinder,Hele landet,228988
2014K1,Enke/enkemand,Kvinder,Region Hovedstaden,63095
2014K1,Enke/enkemand,Kvinder,København,13479
2014K1,Enke/enkemand,Kvinder,Frederiksberg,3871
2014K1,Enke/enkemand,Kvinder,Dragør,640
2014K1,Enke/enkemand,Kvinder,Tårnby,1903
2014K1,Enke/enkemand,Kvinder,Albertslund,833
2014K1,Enke/enkemand,Kvinder,Ballerup,2047
2014K1,Enke/enkemand,Kvinder,Brøndby,1555
2014K1,Enke/enkemand,Kvinder,Gentofte,3106
2014K1,Enke/enkemand,Kvinder,Gladsaxe,2738
2014K1,Enke/enkemand,Kvinder,Glostrup,1051
2014K1,Enke/enkemand,Kvinder,Herlev,1262
2014K1,Enke/enkemand,Kvinder,Hvidovre,2119
2014K1,Enke/enkemand,Kvinder,Høje-Taastrup,1690
2014K1,Enke/enkemand,Kvinder,Ishøj,708
2014K1,Enke/enkemand,Kvinder,Lyngby-Taarbæk,2567
2014K1,Enke/enkemand,Kvinder,Rødovre,1772
2014K1,Enke/enkemand,Kvinder,Vallensbæk,512
2014K1,Enke/enkemand,Kvinder,Allerød,868
2014K1,Enke/enkemand,Kvinder,Egedal,1272
2014K1,Enke/enkemand,Kvinder,Fredensborg,1491
2014K1,Enke/enkemand,Kvinder,Frederikssund,1960
2014K1,Enke/enkemand,Kvinder,Furesø,1545
2014K1,Enke/enkemand,Kvinder,Gribskov,1797
2014K1,Enke/enkemand,Kvinder,Halsnæs,1429
2014K1,Enke/enkemand,Kvinder,Helsingør,2684
2014K1,Enke/enkemand,Kvinder,Hillerød,1878
2014K1,Enke/enkemand,Kvinder,Hørsholm,1297
2014K1,Enke/enkemand,Kvinder,Rudersdal,2642
2014K1,Enke/enkemand,Kvinder,Bornholm,2374
2014K1,Enke/enkemand,Kvinder,Christiansø,5
2014K1,Enke/enkemand,Kvinder,Region Sjælland,37407
2014K1,Enke/enkemand,Kvinder,Greve,1756
2014K1,Enke/enkemand,Kvinder,Køge,2230
2014K1,Enke/enkemand,Kvinder,Lejre,1049
2014K1,Enke/enkemand,Kvinder,Roskilde,3269
2014K1,Enke/enkemand,Kvinder,Solrød,728
2014K1,Enke/enkemand,Kvinder,Faxe,1583
2014K1,Enke/enkemand,Kvinder,Guldborgsund,3478
2014K1,Enke/enkemand,Kvinder,Holbæk,2970
2014K1,Enke/enkemand,Kvinder,Kalundborg,2396
2014K1,Enke/enkemand,Kvinder,Lolland,2785
2014K1,Enke/enkemand,Kvinder,Næstved,3647
2014K1,Enke/enkemand,Kvinder,Odsherred,1816
2014K1,Enke/enkemand,Kvinder,Ringsted,1309
2014K1,Enke/enkemand,Kvinder,Slagelse,3565
2014K1,Enke/enkemand,Kvinder,Sorø,1330
2014K1,Enke/enkemand,Kvinder,Stevns,1059
2014K1,Enke/enkemand,Kvinder,Vordingborg,2437
2014K1,Enke/enkemand,Kvinder,Region Syddanmark,52785
2014K1,Enke/enkemand,Kvinder,Assens,1947
2014K1,Enke/enkemand,Kvinder,Faaborg-Midtfyn,2530
2014K1,Enke/enkemand,Kvinder,Kerteminde,1185
2014K1,Enke/enkemand,Kvinder,Langeland,882
2014K1,Enke/enkemand,Kvinder,Middelfart,1715
2014K1,Enke/enkemand,Kvinder,Nordfyns,1315
2014K1,Enke/enkemand,Kvinder,Nyborg,1529
2014K1,Enke/enkemand,Kvinder,Odense,7435
2014K1,Enke/enkemand,Kvinder,Svendborg,2765
2014K1,Enke/enkemand,Kvinder,Ærø,509
2014K1,Enke/enkemand,Kvinder,Billund,1161
2014K1,Enke/enkemand,Kvinder,Esbjerg,4631
2014K1,Enke/enkemand,Kvinder,Fanø,177
2014K1,Enke/enkemand,Kvinder,Fredericia,2105
2014K1,Enke/enkemand,Kvinder,Haderslev,2652
2014K1,Enke/enkemand,Kvinder,Kolding,3449
2014K1,Enke/enkemand,Kvinder,Sønderborg,3613
2014K1,Enke/enkemand,Kvinder,Tønder,2021
2014K1,Enke/enkemand,Kvinder,Varde,2222
2014K1,Enke/enkemand,Kvinder,Vejen,1887
2014K1,Enke/enkemand,Kvinder,Vejle,4263
2014K1,Enke/enkemand,Kvinder,Aabenraa,2792
2014K1,Enke/enkemand,Kvinder,Region Midtjylland,49229
2014K1,Enke/enkemand,Kvinder,Favrskov,1655
2014K1,Enke/enkemand,Kvinder,Hedensted,1910
2014K1,Enke/enkemand,Kvinder,Horsens,3229
2014K1,Enke/enkemand,Kvinder,Norddjurs,1904
2014K1,Enke/enkemand,Kvinder,Odder,985
2014K1,Enke/enkemand,Kvinder,Randers,4119
2014K1,Enke/enkemand,Kvinder,Samsø,280
2014K1,Enke/enkemand,Kvinder,Silkeborg,3358
2014K1,Enke/enkemand,Kvinder,Skanderborg,1877
2014K1,Enke/enkemand,Kvinder,Syddjurs,1865
2014K1,Enke/enkemand,Kvinder,Aarhus,9678
2014K1,Enke/enkemand,Kvinder,Herning,3426
2014K1,Enke/enkemand,Kvinder,Holstebro,2419
2014K1,Enke/enkemand,Kvinder,Ikast-Brande,1641
2014K1,Enke/enkemand,Kvinder,Lemvig,1091
2014K1,Enke/enkemand,Kvinder,Ringkøbing-Skjern,2632
2014K1,Enke/enkemand,Kvinder,Skive,2225
2014K1,Enke/enkemand,Kvinder,Struer,1061
2014K1,Enke/enkemand,Kvinder,Viborg,3874
2014K1,Enke/enkemand,Kvinder,Region Nordjylland,26472
2014K1,Enke/enkemand,Kvinder,Brønderslev,1686
2014K1,Enke/enkemand,Kvinder,Frederikshavn,3296
2014K1,Enke/enkemand,Kvinder,Hjørring,3156
2014K1,Enke/enkemand,Kvinder,Jammerbugt,1815
2014K1,Enke/enkemand,Kvinder,Læsø,150
2014K1,Enke/enkemand,Kvinder,Mariagerfjord,1947
2014K1,Enke/enkemand,Kvinder,Morsø,1162
2014K1,Enke/enkemand,Kvinder,Rebild,1215
2014K1,Enke/enkemand,Kvinder,Thisted,2289
2014K1,Enke/enkemand,Kvinder,Vesthimmerlands,1863
2014K1,Enke/enkemand,Kvinder,Aalborg,7893
2014K1,Fraskilt,I alt,Hele landet,486336
2014K1,Fraskilt,I alt,Region Hovedstaden,162560
2014K1,Fraskilt,I alt,København,51243
2014K1,Fraskilt,I alt,Frederiksberg,9794
2014K1,Fraskilt,I alt,Dragør,1100
2014K1,Fraskilt,I alt,Tårnby,3932
2014K1,Fraskilt,I alt,Albertslund,2579
2014K1,Fraskilt,I alt,Ballerup,4753
2014K1,Fraskilt,I alt,Brøndby,3486
2014K1,Fraskilt,I alt,Gentofte,6799
2014K1,Fraskilt,I alt,Gladsaxe,6346
2014K1,Fraskilt,I alt,Glostrup,2219
2014K1,Fraskilt,I alt,Herlev,2703
2014K1,Fraskilt,I alt,Hvidovre,4867
2014K1,Fraskilt,I alt,Høje-Taastrup,4422
2014K1,Fraskilt,I alt,Ishøj,1975
2014K1,Fraskilt,I alt,Lyngby-Taarbæk,4965
2014K1,Fraskilt,I alt,Rødovre,3837
2014K1,Fraskilt,I alt,Vallensbæk,1185
2014K1,Fraskilt,I alt,Allerød,1801
2014K1,Fraskilt,I alt,Egedal,2983
2014K1,Fraskilt,I alt,Fredensborg,3917
2014K1,Fraskilt,I alt,Frederikssund,4212
2014K1,Fraskilt,I alt,Furesø,3232
2014K1,Fraskilt,I alt,Gribskov,4209
2014K1,Fraskilt,I alt,Halsnæs,3291
2014K1,Fraskilt,I alt,Helsingør,7024
2014K1,Fraskilt,I alt,Hillerød,4131
2014K1,Fraskilt,I alt,Hørsholm,2507
2014K1,Fraskilt,I alt,Rudersdal,4712
2014K1,Fraskilt,I alt,Bornholm,4330
2014K1,Fraskilt,I alt,Christiansø,6
2014K1,Fraskilt,I alt,Region Sjælland,79082
2014K1,Fraskilt,I alt,Greve,4258
2014K1,Fraskilt,I alt,Køge,5492
2014K1,Fraskilt,I alt,Lejre,2095
2014K1,Fraskilt,I alt,Roskilde,7463
2014K1,Fraskilt,I alt,Solrød,1802
